#         t      x_hat      y_hat      z_hat      L_mag
      7.843      0.864     -0.005     -0.503  1.454e+08
      7.857      0.867     -0.005     -0.497  1.492e+08
      7.871      0.867     -0.001     -0.498  1.471e+08
      7.886      0.864     -0.002     -0.503  1.551e+08
      7.900      0.870     -0.003     -0.493  1.579e+08
      7.914      0.868     -0.004     -0.496  1.576e+08
      7.929      0.869     -0.003     -0.495  1.573e+08
      7.943      0.869     -0.007     -0.496  1.590e+08
      7.957      0.868     -0.000     -0.496  1.618e+08
      7.971      0.868     -0.007     -0.496  1.579e+08
      7.986      0.869     -0.007     -0.495  1.650e+08
      8.000      0.872      0.002     -0.490  1.649e+08
      8.014      0.870     -0.005     -0.493  1.653e+08
      8.029      0.871     -0.012     -0.490  1.699e+08
      8.043      0.872     -0.008     -0.490  1.753e+08
      8.057      0.873     -0.010     -0.488  1.758e+08
      8.071      0.874     -0.008     -0.485  1.754e+08
      8.086      0.873     -0.010     -0.488  1.828e+08
      8.100      0.873     -0.011     -0.487  1.755e+08
      8.114      0.878     -0.018     -0.478  1.850e+08
      8.129      0.875     -0.013     -0.485  1.787e+08
      8.143      0.878     -0.018     -0.479  1.979e+08
      8.157      0.877     -0.017     -0.481  2.000e+08
      8.171      0.876     -0.021     -0.481  2.068e+08
      8.186      0.878     -0.019     -0.479  2.067e+08
      8.200      0.879     -0.022     -0.476  2.091e+08
      8.214      0.881     -0.021     -0.472  2.175e+08
      8.229      0.880     -0.025     -0.474  2.235e+08
      8.243      0.879     -0.026     -0.475  2.281e+08
      8.257      0.881     -0.032     -0.473  2.307e+08
      8.271      0.877     -0.034     -0.479  2.294e+08
      8.286      0.876     -0.038     -0.480  2.418e+08
      8.300      0.876     -0.039     -0.481  2.501e+08
      8.314      0.874     -0.043     -0.484  2.505e+08
      8.329      0.871     -0.046     -0.489  2.515e+08
      8.343      0.871     -0.050     -0.489  2.472e+08
      8.357      0.870     -0.046     -0.490  2.596e+08
      8.371      0.868     -0.053     -0.493  2.491e+08
      8.386      0.865     -0.051     -0.499  2.544e+08
      8.400      0.863     -0.057     -0.502  2.486e+08
      8.414      0.864     -0.050     -0.501  2.506e+08
      8.429      0.862     -0.055     -0.504  2.607e+08
      8.443      0.860     -0.053     -0.507  2.539e+08
      8.457      0.858     -0.055     -0.511  2.444e+08
      8.471      0.858     -0.051     -0.510  2.575e+08
      8.486      0.856     -0.050     -0.515  2.516e+08
      8.500      0.855     -0.055     -0.515  2.488e+08
      8.514      0.853     -0.051     -0.519  2.553e+08
      8.529      0.852     -0.050     -0.521  2.645e+08
      8.543      0.849     -0.049     -0.527  2.584e+08
      8.557      0.848     -0.051     -0.527  2.573e+08
      8.571      0.848     -0.049     -0.528  2.555e+08
      8.586      0.849     -0.052     -0.526  2.503e+08
      8.600      0.846     -0.049     -0.532  2.629e+08
      8.614      0.842     -0.045     -0.538  2.438e+08
      8.629      0.840     -0.046     -0.541  2.533e+08
      8.643      0.839     -0.038     -0.543  2.558e+08
      8.657      0.837     -0.041     -0.546  2.450e+08
      8.671      0.839     -0.044     -0.542  2.466e+08
      8.686      0.835     -0.039     -0.549  2.463e+08
      8.700      0.835     -0.039     -0.549  2.424e+08
      8.714      0.836     -0.037     -0.548  2.468e+08
      8.729      0.833     -0.037     -0.552  2.480e+08
      8.743      0.832     -0.038     -0.553  2.414e+08
      8.757      0.829     -0.034     -0.559  2.398e+08
      8.771      0.832     -0.033     -0.554  2.422e+08
      8.786      0.829     -0.032     -0.558  2.345e+08
      8.800      0.831     -0.037     -0.555  2.324e+08
      8.814      0.831     -0.035     -0.555  2.381e+08
      8.829      0.831     -0.029     -0.556  2.364e+08
      8.843      0.830     -0.025     -0.558  2.332e+08
      8.857      0.827     -0.025     -0.561  2.313e+08
      8.871      0.828     -0.023     -0.561  2.304e+08
      8.886      0.824     -0.024     -0.565  2.298e+08
      8.900      0.826     -0.021     -0.564  2.264e+08
      8.914      0.825     -0.019     -0.565  2.265e+08
      8.929      0.824     -0.022     -0.566  2.237e+08
      8.943      0.826     -0.011     -0.564  2.206e+08
      8.957      0.821     -0.009     -0.571  2.261e+08
      8.971      0.820     -0.012     -0.572  2.275e+08
      8.986      0.820     -0.004     -0.572  2.276e+08
      9.000      0.821     -0.005     -0.571  2.299e+08
      9.014      0.820     -0.004     -0.572  2.284e+08
      9.029      0.819     -0.001     -0.573  2.311e+08
      9.043      0.818     -0.001     -0.575  2.257e+08
      9.057      0.820      0.004     -0.573  2.294e+08
      9.071      0.819      0.007     -0.574  2.245e+08
      9.086      0.818      0.010     -0.574  2.256e+08
      9.100      0.818      0.011     -0.575  2.303e+08
      9.114      0.816      0.015     -0.577  2.345e+08
      9.129      0.818      0.021     -0.575  2.243e+08
      9.143      0.817      0.022     -0.576  2.265e+08
      9.157      0.816      0.026     -0.578  2.284e+08
      9.171      0.814      0.031     -0.580  2.249e+08
      9.186      0.816      0.035     -0.576  2.241e+08
      9.200      0.815      0.036     -0.579  2.203e+08
      9.214      0.815      0.038     -0.579  2.271e+08
      9.229      0.815      0.044     -0.578  2.209e+08
      9.243      0.815      0.037     -0.578  2.244e+08
      9.257      0.814      0.046     -0.579  2.235e+08
      9.271      0.813      0.052     -0.581  2.175e+08
      9.286      0.813      0.052     -0.580  2.174e+08
      9.300      0.814      0.053     -0.578  2.166e+08
      9.314      0.814      0.056     -0.578  2.173e+08
      9.329      0.815      0.055     -0.578  2.102e+08
      9.343      0.816      0.064     -0.574  2.134e+08
      9.357      0.817      0.060     -0.574  2.157e+08
      9.371      0.815      0.064     -0.576  2.162e+08
      9.386      0.815      0.069     -0.576  2.094e+08
      9.400      0.818      0.068     -0.572  2.088e+08
      9.414      0.819      0.078     -0.569  2.116e+08
      9.429      0.817      0.079     -0.572  2.079e+08
      9.443      0.820      0.075     -0.567  2.096e+08
      9.457      0.822      0.081     -0.564  1.977e+08
      9.471      0.820      0.075     -0.568  1.976e+08
      9.486      0.823      0.075     -0.563  1.977e+08
      9.500      0.827      0.088     -0.555  2.168e+08
      9.514      0.827      0.084     -0.556  2.121e+08
      9.529      0.827      0.081     -0.556  2.217e+08
      9.543      0.828      0.085     -0.554  2.183e+08
      9.557      0.831      0.079     -0.550  2.258e+08
      9.571      0.830      0.078     -0.553  2.256e+08
      9.586      0.832      0.079     -0.549  2.303e+08
      9.600      0.833      0.082     -0.547  2.300e+08
      9.614      0.831      0.073     -0.551  2.357e+08
      9.629      0.833      0.076     -0.549  2.361e+08
      9.643      0.833      0.078     -0.548  2.379e+08
      9.657      0.834      0.078     -0.547  2.441e+08
      9.671      0.834      0.076     -0.547  2.462e+08
      9.686      0.833      0.076     -0.547  2.461e+08
      9.700      0.836      0.076     -0.544  2.476e+08
      9.714      0.835      0.075     -0.545  2.447e+08
      9.729      0.835      0.075     -0.545  2.497e+08
      9.743      0.834      0.073     -0.548  2.515e+08
      9.757      0.836      0.073     -0.544  2.510e+08
      9.771      0.834      0.072     -0.547  2.497e+08
      9.786      0.833      0.070     -0.548  2.604e+08
      9.800      0.833      0.069     -0.548  2.555e+08
      9.814      0.832      0.073     -0.550  2.552e+08
      9.829      0.834      0.074     -0.546  2.568e+08
      9.843      0.834      0.072     -0.547  2.537e+08
      9.857      0.833      0.072     -0.549  2.579e+08
      9.871      0.830      0.072     -0.552  2.590e+08
      9.886      0.834      0.073     -0.548  2.584e+08
      9.900      0.832      0.070     -0.550  2.598e+08
      9.914      0.829      0.071     -0.554  2.694e+08
      9.929      0.833      0.070     -0.549  2.580e+08
      9.943      0.834      0.077     -0.547  2.579e+08
      9.957      0.832      0.074     -0.551  2.581e+08
      9.971      0.830      0.071     -0.553  2.567e+08
      9.986      0.831      0.071     -0.551  2.670e+08
     10.000      0.831      0.072     -0.551  2.689e+08
     10.014      0.830      0.072     -0.554  2.665e+08
     10.029      0.829      0.075     -0.554  2.624e+08
     10.043      0.831      0.074     -0.551  2.654e+08
     10.057      0.832      0.080     -0.549  2.724e+08
     10.071      0.828      0.075     -0.555  2.737e+08
     10.086      0.829      0.069     -0.555  2.805e+08
     10.100      0.827      0.070     -0.557  2.854e+08
     10.114      0.827      0.068     -0.558  2.741e+08
     10.129      0.827      0.070     -0.558  2.872e+08
     10.143      0.828      0.076     -0.556  2.787e+08
     10.157      0.827      0.076     -0.557  2.820e+08
     10.171      0.826      0.074     -0.558  2.868e+08
     10.186      0.826      0.074     -0.559  2.860e+08
     10.200      0.825      0.072     -0.561  2.859e+08
     10.214      0.824      0.075     -0.561  2.872e+08
     10.229      0.825      0.076     -0.560  2.920e+08
     10.243      0.824      0.077     -0.561  2.936e+08
     10.257      0.824      0.074     -0.561  2.943e+08
     10.271      0.823      0.075     -0.563  2.900e+08
     10.286      0.821      0.073     -0.566  2.961e+08
     10.300      0.819      0.073     -0.570  2.888e+08
     10.314      0.820      0.073     -0.568  2.955e+08
     10.329      0.816      0.070     -0.574  2.620e+08
     10.343      0.817      0.074     -0.572  2.628e+08
     10.357      0.816      0.072     -0.574  2.640e+08
     10.371      0.818      0.073     -0.570  2.607e+08
     10.386      0.816      0.074     -0.573  2.918e+08
     10.400      0.813      0.073     -0.577  2.620e+08
     10.414      0.813      0.073     -0.578  2.630e+08
     10.429      0.812      0.073     -0.579  2.639e+08
     10.443      0.811      0.076     -0.580  2.614e+08
     10.457      0.809      0.077     -0.583  2.571e+08
     10.471      0.810      0.077     -0.581  2.891e+08
     10.486      0.805      0.079     -0.588  2.570e+08
     10.500      0.807      0.082     -0.584  2.856e+08
     10.514      0.807      0.081     -0.585  2.864e+08
     10.529      0.808      0.082     -0.584  2.604e+08
     10.543      0.805      0.083     -0.588  2.940e+08
     10.557      0.805      0.086     -0.586  2.896e+08
     10.571      0.805      0.088     -0.587  2.617e+08
     10.586      0.806      0.087     -0.586  2.664e+08
     10.600      0.805      0.092     -0.587  2.990e+08
     10.614      0.806      0.094     -0.584  2.985e+08
     10.629      0.806      0.095     -0.585  3.029e+08
     10.643      0.806      0.095     -0.585  3.007e+08
     10.657      0.803      0.096     -0.588  3.037e+08
     10.671      0.804      0.096     -0.586  3.104e+08
     10.686      0.806      0.098     -0.584  3.070e+08
     10.700      0.806      0.099     -0.584  3.076e+08
     10.714      0.803      0.100     -0.588  3.159e+08
     10.729      0.801      0.099     -0.590  2.840e+08
     10.743      0.803      0.095     -0.589  2.864e+08
     10.757      0.804      0.098     -0.587  2.921e+08
     10.771      0.802      0.099     -0.589  2.903e+08
     10.786      0.803      0.098     -0.588  2.919e+08
     10.800      0.805      0.100     -0.585  3.419e+08
     10.814      0.804      0.101     -0.586  3.030e+08
     10.829      0.805      0.101     -0.585  3.378e+08
     10.843      0.802      0.102     -0.588  3.055e+08
     10.857      0.801      0.103     -0.590  3.519e+08
     10.871      0.800      0.105     -0.591  3.519e+08
     10.886      0.797      0.109     -0.594  3.557e+08
     10.900      0.799      0.107     -0.591  3.579e+08
     10.914      0.801      0.106     -0.589  3.676e+08
     10.929      0.801      0.103     -0.590  3.617e+08
     10.943      0.801      0.105     -0.590  3.619e+08
     10.957      0.801      0.106     -0.589  3.673e+08
     10.971      0.798      0.108     -0.592  3.688e+08
     10.986      0.797      0.110     -0.594  3.725e+08
     11.000      0.797      0.110     -0.594  3.802e+08
     11.014      0.796      0.110     -0.595  3.848e+08
     11.029      0.797      0.111     -0.594  3.886e+08
     11.043      0.796      0.113     -0.595  3.862e+08
     11.057      0.794      0.112     -0.598  3.876e+08
     11.071      0.795      0.112     -0.596  3.933e+08
     11.086      0.791      0.118     -0.601  3.820e+08
     11.100      0.791      0.118     -0.600  3.896e+08
     11.114      0.789      0.117     -0.603  3.891e+08
     11.129      0.791      0.119     -0.600  3.995e+08
     11.143      0.791      0.118     -0.600  3.934e+08
     11.157      0.792      0.116     -0.599  4.005e+08
     11.171      0.791      0.117     -0.601  3.986e+08
     11.186      0.790      0.119     -0.602  3.935e+08
     11.200      0.790      0.123     -0.601  3.925e+08
     11.214      0.790      0.118     -0.601  3.949e+08
     11.229      0.789      0.120     -0.602  4.041e+08
     11.243      0.790      0.120     -0.601  3.933e+08
     11.257      0.791      0.120     -0.600  3.979e+08
     11.271      0.790      0.123     -0.600  3.963e+08
     11.286      0.789      0.122     -0.602  4.001e+08
     11.300      0.789      0.123     -0.602  3.937e+08
     11.314      0.788      0.126     -0.603  4.032e+08
     11.329      0.787      0.127     -0.603  4.011e+08
     11.343      0.787      0.130     -0.604  3.980e+08
     11.357      0.786      0.129     -0.604  4.003e+08
     11.371      0.788      0.129     -0.602  3.969e+08
     11.386      0.788      0.125     -0.603  3.972e+08
     11.400      0.790      0.122     -0.602  3.920e+08
     11.414      0.788      0.125     -0.604  3.913e+08
     11.429      0.786      0.125     -0.605  3.864e+08
     11.443      0.788      0.124     -0.602  3.922e+08
